35,-1,407.000000,175.000000,175.000000,457.000000,0.120000,-1,-1,-1 
36,-1,405.000000,169.000000,166.000000,470.000000,0.170000,-1,-1,-1 
37,-1,402.000000,146.000000,152.000000,519.000000,0.160000,-1,-1,-1 
38,-1,357.000000,349.000000,177.000000,252.000000,0.190000,-1,-1,-1 
39,-1,352.000000,352.000000,182.000000,258.000000,0.220000,-1,-1,-1 
40,-1,308.000000,320.000000,131.000000,309.000000,0.080000,-1,-1,-1 
40,-1,389.000000,350.000000,255.000000,293.000000,0.240000,-1,-1,-1 
41,-1,358.000000,337.000000,156.000000,288.000000,0.140000,-1,-1,-1 
41,-1,488.000000,350.000000,161.000000,297.000000,0.250000,-1,-1,-1 
42,-1,360.000000,325.000000,152.000000,303.000000,0.230000,-1,-1,-1 
42,-1,491.000000,330.000000,143.000000,304.000000,0.280000,-1,-1,-1 
43,-1,366.000000,329.000000,154.000000,302.000000,0.200000,-1,-1,-1 
43,-1,634.000000,308.000000,99.000000,332.000000,0.250000,-1,-1,-1 
43,-1,502.000000,348.000000,128.000000,306.000000,0.230000,-1,-1,-1 
44,-1,375.000000,331.000000,149.000000,297.000000,0.250000,-1,-1,-1 
44,-1,634.000000,299.000000,92.000000,356.000000,0.290000,-1,-1,-1 
44,-1,501.000000,350.000000,131.000000,301.000000,0.260000,-1,-1,-1 
45,-1,251.000000,214.000000,188.000000,383.000000,0.220000,-1,-1,-1 
45,-1,591.000000,327.000000,131.000000,312.000000,0.100000,-1,-1,-1 
45,-1,501.000000,351.000000,150.000000,301.000000,0.170000,-1,-1,-1 
46,-1,256.000000,213.000000,185.000000,433.000000,0.280000,-1,-1,-1 
46,-1,634.000000,315.000000,95.000000,313.000000,0.030000,-1,-1,-1 
46,-1,504.000000,349.000000,149.000000,310.000000,0.160000,-1,-1,-1 
47,-1,264.000000,232.000000,172.000000,399.000000,0.240000,-1,-1,-1 
47,-1,627.000000,329.000000,102.000000,224.000000,0.180000,-1,-1,-1 
47,-1,393.000000,339.000000,126.000000,282.000000,0.140000,-1,-1,-1 
47,-1,501.000000,352.000000,143.000000,301.000000,0.130000,-1,-1,-1 
47,-1,569.000000,340.000000,153.000000,331.000000,0.140000,-1,-1,-1 
48,-1,238.000000,209.000000,186.000000,451.000000,0.250000,-1,-1,-1 
48,-1,674.000000,268.000000,226.000000,324.000000,0.220000,-1,-1,-1 
48,-1,401.000000,329.000000,113.000000,297.000000,0.120000,-1,-1,-1 
48,-1,508.000000,362.000000,133.000000,292.000000,0.120000,-1,-1,-1 
49,-1,686.000000,241.000000,227.000000,319.000000,0.330000,-1,-1,-1 
49,-1,260.000000,214.000000,173.000000,434.000000,0.290000,-1,-1,-1 
49,-1,394.000000,330.000000,122.000000,302.000000,0.090000,-1,-1,-1 
49,-1,510.000000,364.000000,119.000000,291.000000,0.090000,-1,-1,-1 
50,-1,682.000000,234.000000,236.000000,323.000000,0.340000,-1,-1,-1 
50,-1,258.000000,216.000000,178.000000,433.000000,0.270000,-1,-1,-1 
50,-1,407.000000,333.000000,105.000000,219.000000,0.080000,-1,-1,-1 
50,-1,507.000000,363.000000,132.000000,284.000000,0.010000,-1,-1,-1 
51,-1,269.000000,218.000000,157.000000,419.000000,0.300000,-1,-1,-1 
51,-1,416.000000,333.000000,145.000000,305.000000,0.020000,-1,-1,-1 
51,-1,559.000000,336.000000,164.000000,337.000000,0.030000,-1,-1,-1 
52,-1,772.000000,229.000000,168.000000,332.000000,0.030000,-1,-1,-1 
52,-1,269.000000,214.000000,157.000000,428.000000,0.330000,-1,-1,-1 
52,-1,390.000000,360.000000,119.000000,285.000000,0.030000,-1,-1,-1 
52,-1,510.000000,358.000000,129.000000,300.000000,0.140000,-1,-1,-1 
52,-1,621.000000,344.000000,163.000000,330.000000,0.040000,-1,-1,-1 
53,-1,527.000000,172.000000,177.000000,227.000000,0.190000,-1,-1,-1 
53,-1,720.000000,162.000000,135.000000,241.000000,0.320000,-1,-1,-1 
53,-1,177.000000,199.000000,251.000000,452.000000,0.340000,-1,-1,-1 
53,-1,664.000000,330.000000,250.000000,296.000000,0.180000,-1,-1,-1 
53,-1,382.000000,352.000000,229.000000,306.000000,0.140000,-1,-1,-1 
