53,-1,501.000000,357.000000,158.000000,293.000000,0.190000,-1,-1,-1 
54,-1,717.000000,163.000000,136.000000,244.000000,0.310000,-1,-1,-1 
54,-1,518.000000,177.000000,207.000000,292.000000,0.280000,-1,-1,-1 
54,-1,149.000000,207.000000,297.000000,442.000000,0.260000,-1,-1,-1 
54,-1,671.000000,332.000000,231.000000,295.000000,0.110000,-1,-1,-1 
54,-1,500.000000,346.000000,157.000000,318.000000,0.220000,-1,-1,-1 
55,-1,718.000000,245.000000,147.000000,310.000000,0.280000,-1,-1,-1 
55,-1,849.000000,109.000000,137.000000,570.000000,0.310000,-1,-1,-1 
55,-1,269.000000,226.000000,156.000000,404.000000,0.320000,-1,-1,-1 
55,-1,395.000000,340.000000,132.000000,288.000000,0.080000,-1,-1,-1 
55,-1,520.000000,348.000000,136.000000,312.000000,0.100000,-1,-1,-1 
55,-1,641.000000,347.000000,109.000000,318.000000,0.100000,-1,-1,-1 
56,-1,715.000000,241.000000,152.000000,315.000000,0.280000,-1,-1,-1 
56,-1,839.000000,66.000000,147.000000,653.000000,0.380000,-1,-1,-1 
56,-1,269.000000,221.000000,155.000000,411.000000,0.350000,-1,-1,-1 
56,-1,402.000000,346.000000,123.000000,277.000000,0.160000,-1,-1,-1 
56,-1,521.000000,347.000000,131.000000,311.000000,0.140000,-1,-1,-1 
56,-1,633.000000,344.000000,120.000000,318.000000,0.090000,-1,-1,-1 
57,-1,721.000000,249.000000,140.000000,301.000000,0.300000,-1,-1,-1 
57,-1,853.000000,108.000000,133.000000,572.000000,0.320000,-1,-1,-1 
57,-1,267.000000,224.000000,161.000000,410.000000,0.330000,-1,-1,-1 
57,-1,524.000000,351.000000,118.000000,306.000000,0.050000,-1,-1,-1 
58,-1,757.000000,239.000000,147.000000,223.000000,0.200000,-1,-1,-1 
58,-1,271.000000,245.000000,160.000000,372.000000,0.330000,-1,-1,-1 
58,-1,518.000000,348.000000,109.000000,263.000000,0.140000,-1,-1,-1 
58,-1,378.000000,355.000000,133.000000,295.000000,0.090000,-1,-1,-1 
58,-1,562.000000,340.000000,163.000000,337.000000,0.030000,-1,-1,-1 
59,-1,468.000000,138.000000,164.000000,207.000000,0.150000,-1,-1,-1 
59,-1,626.000000,136.000000,171.000000,229.000000,0.310000,-1,-1,-1 
59,-1,737.000000,348.000000,176.000000,186.000000,0.170000,-1,-1,-1 
59,-1,379.000000,295.000000,395.000000,372.000000,0.280000,-1,-1,-1 
60,-1,303.000000,165.000000,166.000000,315.000000,0.180000,-1,-1,-1 
60,-1,491.000000,232.000000,171.000000,189.000000,0.010000,-1,-1,-1 
60,-1,556.000000,346.000000,156.000000,322.000000,0.070000,-1,-1,-1 
60,-1,696.000000,302.000000,195.000000,400.000000,0.300000,-1,-1,-1 
61,-1,537.000000,154.000000,121.000000,248.000000,0.260000,-1,-1,-1 
61,-1,664.000000,146.000000,116.000000,257.000000,0.240000,-1,-1,-1 
61,-1,246.000000,154.000000,133.000000,499.000000,0.280000,-1,-1,-1 
61,-1,361.000000,127.000000,193.000000,592.000000,0.190000,-1,-1,-1 
61,-1,752.000000,189.000000,178.000000,481.000000,0.160000,-1,-1,-1 
61,-1,541.000000,333.000000,156.000000,338.000000,0.190000,-1,-1,-1 
62,-1,536.000000,142.000000,125.000000,263.000000,0.300000,-1,-1,-1 
62,-1,658.000000,142.000000,120.000000,268.000000,0.070000,-1,-1,-1 
62,-1,225.000000,169.000000,166.000000,466.000000,0.230000,-1,-1,-1 
62,-1,362.000000,169.000000,201.000000,471.000000,0.250000,-1,-1,-1 
62,-1,757.000000,188.000000,173.000000,481.000000,0.190000,-1,-1,-1 
62,-1,509.000000,339.000000,231.000000,322.000000,0.210000,-1,-1,-1 
63,-1,532.000000,126.000000,135.000000,251.000000,0.280000,-1,-1,-1 
63,-1,661.000000,116.000000,115.000000,275.000000,0.180000,-1,-1,-1 
63,-1,225.000000,156.000000,163.000000,485.000000,0.200000,-1,-1,-1 
63,-1,368.000000,169.000000,191.000000,473.000000,0.290000,-1,-1,-1 
63,-1,756.000000,181.000000,178.000000,495.000000,0.270000,-1,-1,-1 
64,-1,127.000000,149.000000,345.000000,562.000000,0.310000,-1,-1,-1 
64,-1,597.000000,122.000000,347.000000,597.000000,0.380000,-1,-1,-1 
64,-1,880.000000,158.000000,342.000000,539.000000,0.090000,-1,-1,-1 
65,-1,266.000000,105.000000,316.000000,588.000000,0.230000,-1,-1,-1 
65,-1,452.000000,162.000000,367.000000,548.000000,0.130000,-1,-1,-1 
66,-1,262.000000,172.000000,364.000000,528.000000,0.300000,-1,-1,-1 
66,-1,364.000000,202.000000,539.000000,517.000000,0.100000,-1,-1,-1 
67,-1,20.000000,66.000000,131.000000,428.000000,0.120000,-1,-1,-1 
67,-1,148.000000,164.000000,438.000000,541.000000,0.190000,-1,-1,-1 
67,-1,1064.000000,103.000000,215.000000,616.000000,0.050000,-1,-1,-1 
68,-1,530.000000,24.000000,209.000000,695.000000,0.020000,-1,-1,-1 
68,-1,0.000000,141.000000,197.000000,578.000000,0.160000,-1,-1,-1 
68,-1,60.000000,146.000000,346.000000,570.000000,0.140000,-1,-1,-1 
68,-1,1103.000000,148.000000,176.000000,570.000000,0.050000,-1,-1,-1 
69,-1,77.000000,45.000000,426.000000,674.000000,0.280000,-1,-1,-1 
69,-1,470.000000,46.000000,369.000000,673.000000,0.340000,-1,-1,-1 
70,-1,529.000000,72.000000,449.000000,647.000000,0.140000,-1,-1,-1 
70,-1,80.000000,134.000000,461.000000,581.000000,0.160000,-1,-1,-1 
71,-1,503.000000,21.000000,527.000000,664.000000,0.230000,-1,-1,-1 
71,-1,118.000000,127.000000,467.000000,592.000000,0.280000,-1,-1,-1 
72,-1,807.000000,50.000000,333.000000,632.000000,0.280000,-1,-1,-1 
72,-1,229.000000,121.000000,396.000000,574.000000,0.190000,-1,-1,-1 
73,-1,199.000000,111.000000,347.000000,576.000000,0.180000,-1,-1,-1 
73,-1,959.000000,522.000000,67.000000,72.000000,0.060000,-1,-1,-1 
73,-1,1023.000000,516.000000,75.000000,76.000000,0.110000,-1,-1,-1 
74,-1,230.000000,122.000000,301.000000,597.000000,0.200000,-1,-1,-1 
75,-1,216.000000,85.000000,331.000000,625.000000,0.030000,-1,-1,-1 
76,-1,217.000000,111.000000,329.000000,574.000000,0.050000,-1,-1,-1 
77,-1,212.000000,117.000000,334.000000,567.000000,0.160000,-1,-1,-1 
78,-1,695.000000,51.000000,555.000000,668.000000,0.250000,-1,-1,-1 
82,-1,146.000000,13.000000,984.000000,610.000000,0.150000,-1,-1,-1 
84,-1,956.000000,10.000000,323.000000,709.000000,0.100000,-1,-1,-1 
84,-1,257.000000,385.000000,476.000000,334.000000,0.070000,-1,-1,-1 
85,-1,124.000000,70.000000,772.000000,649.000000,0.350000,-1,-1,-1 
86,-1,38.000000,33.000000,806.000000,652.000000,0.280000,-1,-1,-1 
87,-1,57.000000,82.000000,769.000000,635.000000,0.240000,-1,-1,-1 
87,-1,801.000000,64.000000,477.000000,655.000000,0.070000,-1,-1,-1 
88,-1,71.000000,176.000000,725.000000,522.000000,0.180000,-1,-1,-1 
89,-1,82.000000,60.000000,720.000000,659.000000,0.180000,-1,-1,-1 
89,-1,597.000000,121.000000,495.000000,598.000000,0.110000,-1,-1,-1 
90,-1,93.000000,45.000000,677.000000,674.000000,0.160000,-1,-1,-1 
91,-1,122.000000,37.000000,641.000000,649.000000,0.230000,-1,-1,-1 
93,-1,907.000000,148.000000,372.000000,571.000000,0.180000,-1,-1,-1 
94,-1,33.000000,60.000000,547.000000,659.000000,0.100000,-1,-1,-1 
94,-1,818.000000,61.000000,437.000000,658.000000,0.270000,-1,-1,-1 
95,-1,834.000000,143.000000,422.000000,575.000000,0.120000,-1,-1,-1 
96,-1,33.000000,36.000000,420.000000,628.000000,0.070000,-1,-1,-1 
96,-1,740.000000,127.000000,495.000000,592.000000,0.110000,-1,-1,-1 
97,-1,0.000000,62.000000,368.000000,586.000000,0.010000,-1,-1,-1 
97,-1,736.000000,71.000000,500.000000,648.000000,0.220000,-1,-1,-1 
98,-1,0.000000,49.000000,337.000000,617.000000,0.040000,-1,-1,-1 
98,-1,699.000000,20.000000,442.000000,679.000000,0.180000,-1,-1,-1 
100,-1,267.000000,200.000000,595.000000,467.000000,0.050000,-1,-1,-1 
101,-1,132.000000,170.000000,602.000000,546.000000,0.180000,-1,-1,-1 
